,0,0
1846,Ba1Fe1.902Co0.098As2,15.8
2382,Nd1Fe0.9Rh0.1As1O1,15.8
2851,Nb3Sn0.7Sb0.3,15.8
5076,Nb0.03Si1V2.97,15.8
5165,Nb3Sn0.6Sb0.4,15.8
5180,Mo0.25Tc0.75,15.8
5270,V2.97Nb0.03Si1,15.8
5505,Si0.263V0.737,15.8
1123,Nb3Sn0.7Al0.3,15.775
1627,La1Fe1As0.7P0.3F0.05O0.95,15.75
310,La1Nd0.91Ce0.09Cu1O3.97,15.7
649,Sr1Fe1.75Co0.25As2,15.7
1486,Al0.2Si0.8V3,15.7
3619,La1.8Sr0.2Cu0.9777Zn0.0223O4,15.7
3646,Ca1Fe1.82Co0.18As2,15.7
4500,Na1Fe0.977Co0.023As1,15.7
1030,Nd1.85Ce0.15Cu0.997Ni0.003O4,15.65
203,V3Si0.76Be0.24,15.6
1196,Pd0.7Ag0.3H0.8,15.6
1319,La1.85Sr0.15Cu0.8Mg0.2O4,15.6
1385,Nb2.706V0.294Al1,15.6
1814,Nb2.55Ti0.45Sn1,15.6
2722,Tb0.56Ca0.44Fe1As1O1,15.6
4324,Sm1Fe1As0.8P0.2F0.12O0.88,15.6
4757,Bi1.5Pb0.5Sr1.7La0.3Cu1O5.993,15.6
4830,Sc0.5Lu0.5Ni2B2C1,15.6
5298,Ba1Fe1.42Ru0.58As2,15.6
3923,Y0.9Lu0.1Ni2B2C1,15.56
5195,Ba1Fe1.52Ru0.48As2,15.55
149,Ba1Fe1.916Co0.084As2,15.5
987,Mn0.21Si1V2.79,15.5
1821,Ca1Fe1.94Co0.06As2,15.5
2446,Y0.4Pr0.6Ba1.2Sr0.8Cu3O7,15.5
2705,V2.79Mn0.21Si1,15.5
3029,Pr0.85Sr0.15Fe1As1O1,15.5
1661,Y1Ni1.98Mn0.02B2C1,15.48
3211,Ba1Fe1.91Co0.09As2,15.45333333
919,Pr1.83Ce0.17Cu1O4,15.425
598,Ga0.31V0.69,15.4
1079,Nb2.739Ta0.261Al1,15.4
2280,Nb3Sn0.6Al0.4,15.4
2738,Nd1.5Ba1.5Cu3O7.12,15.4
2826,Al1Nb2.7V0.3,15.4
3321,Na1Fe0.975Ni0.025As1,15.4
4495,Ca1Fe0.9Ni0.1As1F1,15.4
4574,Pr0.65Sr0.35Fe1As0.95P0.05O1,15.4
650,Nb3Ga0.95Ge0.05,15.35
5526,La1Fe0.99925Mn0.00075As1F0.11O0.89,15.35
1977,Ce0.12Si1V2.88,15.32
3960,V2.88Ce0.12Si1,15.32
839,Lu0.95La0.05Ni2B2C1,15.3
1871,Ga0.2Nb0.8,15.3
3776,Nd1.85Ce0.15Cu0.99Zn0.01O4,15.3
353,Ca1Fe1.85Co0.15As2,15.2
4236,Nb2.85W0.15Al1,15.2
5057,Y0.16Lu0.84Ni2B2C1,15.2
5136,Y0.92Lu0.08Ni2B2C1,15.2
5466,Ca1.89Na0.11Cu1Cl2O2,15.14
2352,Sc0.9Y0.1Ni2B2C1,15.1
3717,Ga0.248V0.752,15.1
5144,Ho0.15Lu0.85Ni2B2C1,15.1
5249,Lu0.94La0.06Ni2B2C1,15.1
477,Pr1Fe0.925Co0.075As1O1,15.03333333
357,La1.85Sr0.15Cu0.9825Zn0.0175O4,15
900,Ba1Fe1.44Ru0.56As2,15
1249,Nb2.55V0.45Sn1,15
1687,Ce1Fe1As0.55P0.45F0.05O0.95,15
1739,Nb2.88Ti0.12Al1,15
2135,Y0.3Lu0.7Ni2B2C1,15
2274,La1.75Sr0.25Cu1O3.93,15
2534,Y0.6Pr0.4Ba2Cu3O6.53,15
2875,Eu0.6Pr0.4Ba2Cu3O6.97,15
2981,La1.92Ca0.08Cu1O4,15
3563,Yb0.45Pr0.55Ba1.7Sr0.3Cu3O6.91,15
3568,Fe1Te0.65Se0.35,15
3895,Fe1Te0.57Se0.43,15
4106,Ba0.805K0.195Fe2As2,15
4846,Ba0.49K0.51Fe1.79Co0.21As2,15
4877,La1.84Sr0.16Cu0.975Ni0.025O4,15
5550,Ca1Fe1.94Ni0.06As2,15
5619,Ca1.875Na0.125Cu1Br1Cl1O2,15
5674,Ba0.5K0.5Fe1.92Mn0.08As2,15
767,Y0.75Lu0.25Ni2B2C1,14.9
776,Pr1Fe0.9Co0.1As1O1,14.9
2048,Ga0.253V0.747,14.9
2795,Lu0.5Y0.5Ni2B2C1,14.9
4086,Y0.6Pr0.4Ba2Cu3O6.5,14.9
799,La1.9Sr0.1Cu0.9925Zn0.0075O4,14.865
5459,Dy1Ba1Sr1Cu3O6.6,14.85
1636,Ba1Fe1.936Ni0.064As2,14.83333333
661,La1.83Sr0.17Cu0.97Ni0.03O4,14.8
1382,La0.5Lu0.5Ni2B2C1,14.8
1906,Ba0.82La0.18Fe2As2,14.8
3124,Y0.84Lu0.16Ni2B2C1,14.8
3543,Ca1Fe1.874Co0.126As2,14.8
4385,Sc0.8Y0.2Ni2B2C1,14.8
4677,Nb2.927Zr0.073Al1,14.8
5159,Fe1Se0.42Te0.58,14.8
2596,P0.3Si0.7V3,14.75
2759,La1.85Sr0.15Cu0.985Co0.015O4,14.75
285,Y0.5Lu0.5Ni2B2C1,14.7
634,Y1Ni1.95Cu0.05B2C1,14.7
674,Mo0.4Tc0.6,14.7
716,Nd1Fe0.85Rh0.15As1O1,14.7
1081,C0.75Mo1,14.7
1288,La1.89Sr0.11Cu0.995Fe0.005O4,14.7
3566,V3Ga0.975Bi0.025,14.7
4400,Sm1.8Ce0.2Cu1O4,14.7
2220,Y0.2Lu0.8Ni2B2C1,14.68
346,Pr0.8Sr0.2Fe1As1O1,14.6
581,Pr1Fe1As1F0.082O0.918,14.6
590,Ba1Fe1.784Co0.216As2,14.6
3213,Ga0.236V0.764,14.6
3924,Nb3Sn0.4Ga0.6,14.6
4659,Nb3Sn0.2Al0.8,14.6
5054,Nb3Sn0.81Al0.19,14.6
5406,Nb2.91Zr0.09Al1,14.6
5216,Si1Ti0.15V2.85,14.55
2117,Nd1.85Ce0.15Cu0.987Zn0.013O4,14.5
3512,La1.897Ba0.103Cu1O4,14.5
3734,Nb2.64Ta0.36Al1,14.5
4064,Si0.206V0.794,14.5
4265,Sc0.7Y0.3Ni2B2C1,14.5
5041,Ba1Fe1.32Ru0.68As2,14.5
5286,C1.55W0.1Y0.9,14.5
4480,Nb2.85Mo0.15Al1,14.45
412,Y0.95Tb0.05Ni2B2C1,14.42
1295,Nb2.85Hf0.15Al1,14.4
1584,Fe0.98Mn0.02Se0.5Te0.5,14.4
1650,Sr1Fe1.766Co0.234As2,14.4
1970,Li1Ti1.91Cu0.09O4,14.4
2127,Ge0.1Si0.9V3,14.4
4056,Nb3Sn0.5Sb0.5,14.4
4515,Y0.45Pr0.55Ba2Cu3O6.953,14.4
3065,Si0.22V0.78,14.38
3352,Fe1Te0.5Se0.5,14.38
2792,Fe1Se0.3Te0.7,14.33333333
56,Nb3Sn0.81Ge0.19,14.3
314,La1.9Ba0.1Cu0.99Ga0.01O4,14.3
999,Y1Ni1.985Cu0.015B2C1,14.3
1702,Sm1Fe0.875Co0.125As1O1,14.3
2171,La1Fe1As1F0.18O0.82,14.3
3171,Ca0.3Nd0.7Ba1La1Cu3O7.24,14.3
3425,Y1Ni1.98Co0.02B2C1,14.3
524,Mo0.95Hf0.05C0.75,14.2
2212,Bi2Sr1.3Nd0.7Cu1O6.417,14.2
2884,V0.5Nb2.5Sn1,14.2
4371,Nb2.5Sn1V0.5,14.2
4420,Y1Ba2Cu2.79Zn0.21O6.97,14.2
4476,Pr1Fe0.9Co0.1As0.95P0.05O1,14.2
5336,Lu0.25Y0.75Ni2B2C1,14.2
5342,C0.75Hf0.05Mo0.95,14.2
2107,Ga0.25V0.75,14.16666667
4140,Ba1Fe1.82Ni0.18As2,14.15
246,Ba1Fe1.782Co0.218As2,14.1
1255,La1Fe0.995Zn0.005As1O0.85,14.1
1517,Fe1Se0.4Te0.6,14.1
1953,Ga0.3V0.7,14.1
2008,La0.8Y0.2Fe0.98Mn0.02As1F0.11O0.89,14.1
2013,Ca1Fe1.75Co0.25As2,14.1
3058,Nd1Fe0.5Ru0.5As1F0.11O0.89,14.1
3820,Nb3Sn0.61Al0.39,14.1
3833,Nb1.8Ta1.2Sn1,14.1
4010,Al1Cr0.3Nb2.7,14.1
4306,Y0.95Pr0.05Ni2B2C1,14.05
752,Sn0.875Mo6S8,14.048
22,Na1Fe0.93Co0.07As1,14
151,La1Fe0.9Rh0.1As1O1,14
239,Y1Ni1.8Pd0.2B2C1,14
626,Nb2.55V0.45Al1,14
1001,Sm1Fe1As1F0.085O0.915,14
1510,Fe1Se0.39Te0.61,14
1767,Si0.9V3Ge0.1,14
1786,V2.964Mo0.036Si1,14
1827,La1Fe0.85Rh0.15As1O1,14
2019,La1Fe0.89Co0.11As1O1,14
2335,Nb3Al0.7Be0.3,14
2458,Fe1Te0.67Se0.33,14
2886,La1.76Ba0.24Cu1O4,14
3254,Ba0.805K0.195Fe1.738Co0.262As2,14
4282,Ca1La1Ba1Cu2.88Zn0.12O7,14
4868,Mo0.45Tc0.55,14
5115,V3Si0.9Ge0.1,14
5161,V3Si0.8Al0.2,14
5372,V3Si0.9Al0.1,14
5428,Nd1.85Ce0.15Cu0.985Zn0.015O4,14
5632,Nd1Ba2Cu3O6.6,14
5689,Eu1Ba2Cu2.8Ga0.2O6.63,14
2164,La1.85Sr0.15Cu0.97Ni0.03O4,13.975
4464,Ba1Fe1.85Ni0.15As2,13.93333333
115,La1.82Ba0.18Cu0.99Zn0.01O4,13.9
383,Al0.3Ga0.7V3,13.9
818,Ga0.255V0.745,13.9
1522,Mo0.95V0.05C1,13.9
2398,Al0.1Ga0.9V3,13.9
2835,Na1Fe0.9875Co0.0125As1,13.9
3187,Nb3Si0.27Sn0.73,13.9
3713,La1.885Ba0.115Cu1O4,13.9
4014,Mo0.9Re0.1C1,13.9
4160,Sr1Fe1.792Co0.208As2,13.9
4765,Eu0.6Sr0.4Fe1.715Co0.285As2,13.9
935,Ga0.247V0.753,13.8
2932,La1.936Ce0.064Cu1O4,13.8
3248,C1Mo0.9Re0.1,13.8
4250,C1.45Mo0.1Y0.9,13.8
4354,Ho0.25Y0.75Ni2B2C1,13.8
4940,Nb2.775Mo0.225Al1,13.8
672,Y1Ni1.9Cu0.1B2C1,13.75
33,La1.751Ba0.249Cu1O4,13.7
567,Sr1.8Ca0.2V1Fe1As1O3,13.7
642,La1.8Sr0.2Cu0.9753Zn0.0247O4,13.7
1908,Mo0.9Ru0.1C1,13.7
1909,Bi1.8Pb0.2Sr1.6La0.4Cu1O6.182,13.7
2768,Mo0.18Tc0.82,13.7
3560,La1.85Sr0.15Cu0.985Ga0.015O4,13.7
5685,Y1Ni1.9Pt0.1B2C1,13.7
677,C1Mo0.9Ru0.1,13.6
974,Sr0.8K0.2Fe2As2,13.6
1824,La1.85Sr0.15Cu0.978Zn0.022O4,13.6
1921,Ga0.265V0.735,13.6
1933,La1Fe0.5Ru0.5As1F0.11O0.89,13.6
2145,Pd0.84Au0.16H0.9,13.6
2490,Lu0.93La0.07Ni2B2C1,13.6
3288,Nb2.859Zr0.141Al1,13.6
3948,Lu0.92La0.08Ni2B2C1,13.6
4089,Nb3Sn0.4Al0.6,13.6
1000,Ba0.5K0.5Fe1.7Co0.3As2,13.56
527,La1.83Sr0.17Cu0.65Ni0.35O4,13.5
1166,Sr1Fe1.76Co0.24As2,13.5
1781,Fe1Se0.38Te0.62,13.5
1874,V2.814Nb0.186Ga1,13.5
2060,Nd1.85Ce0.15Cu0.996Ni0.004O4,13.5
2178,Y0.95Gd0.05Ni2B2C1,13.5
3404,Y0.47Pr0.53Ba2Cu3O6.96,13.5
3852,Nd0.8Sr0.2Fe1As1O1,13.5
4334,Al0.33Nb0.67,13.5
5293,Mo0.95Ti0.05C1,13.5
5364,Fe0.95Zn0.05Se0.3Te0.7,13.5
5375,Nb0.05Mo0.95C1,13.5
1456,Nb0.71Mo0.29C1,13.45
55,V2.754Ti0.246Ga1,13.4
798,V2.94Fe0.06Si1,13.4
957,Na1Fe0.939Co0.061As1,13.4
2527,Ba0.85Ce0.15Fe2As2,13.4
3722,Sr1Fe1.816Co0.184As2,13.4
4129,Y1Ni1.98Fe0.02B2C1,13.4
4263,Li1Fe0.975Co0.025As1,13.4
5097,Mo0.1Tc0.9,13.4
5063,Fe1Te0.6Se0.4,13.36666667
1692,Li1Fe0.99Ni0.01As1,13.35
150,Ba1Fe1.894Pd0.106As2,13.3
329,Ga0.233V0.767,13.3
762,Fe1Se0.75Te0.25,13.3
2144,Fe0.99Co0.01Se0.3Te0.7,13.3
2291,Ho0.3Lu0.7Ni2B2C1,13.3
2589,Ga0.19Nb0.81,13.3
2865,V3Si0.87Ga0.13,13.3
3462,Sr0.958Eu0.042Fe1.76Co0.24As2,13.3
4503,Sm1Fe0.925Co0.075As1O1,13.3
4786,Mo0.9V0.1C1,13.3
1759,Lu0.945Gd0.055Ni2B2C1,13.28
5170,Fe1Se0.25Te0.75,13.225
750,Sr1Fe1.7Co0.3As2,13.2
955,Sr1Fe1.752Co0.248As2,13.2
2151,V2.7Zr0.3Si1,13.2
2158,Mo0.95Zr0.05C1,13.2
2518,Si1V2.7Zr0.3,13.2
3550,Nb0.7W0.3C1,13.2
4341,Nb0.8W0.2C1,13.2
5172,La1.85Sr0.15Cu0.9825Co0.0175O4,13.2
1497,Nb0.25Mo0.75C1,13.1
2062,Nb3Sn0.2Ga0.8,13.1
2236,Mo0.9Ti0.1C1,13.1
2591,Nb0.5Mo0.5C1,13.1
4088,Nb0.75W0.25C1,13.1
269,La1.763Sr0.237Cu1O4,13
272,C1.45Y0.9Zn0.1,13
605,Nd1.85Ce0.15Cu0.99Fe0.01O4,13
737,Pr1.83Ce0.17Cu1O3.99,13
914,Ba1.6Sr0.4Yb0.8Ca0.2Cu3O6.04,13
967,La1.76Sr0.24Cu0.995Zn0.005O4,13
976,Ru1Sr2Gd0.98Ce0.02Cu2O8,13
1752,Fe0.99Zn0.01Se0.3Te0.7,13
1958,Ba0.812K0.188Fe2As2,13
2156,Y1Ni1.85Cu0.15B2C1,13
3418,Dy1Ba2Cu2.8Zn0.2O6.95,13
3812,Pr0.8Sr0.2Fe0.97Zn0.03As1O1,13
4404,Nb2.778Ti0.222Al1,13
4631,Nb0.65W0.35C1,13
5554,Co0.44Mo0.56,13
5691,K0.2Sr0.8Fe2As2,13
394,Fe1Se0.5Te0.5,12.97125
4355,Ba1Fe1.925Ni0.075As2,12.95
21,Mo0.84V0.16C1,12.9
376,Nb0.24Tc0.76,12.9
1477,Fe1Se0.2Te0.8,12.9
3764,Sr1Fe1.6Co0.4As2,12.9
4208,Fe1Te0.7Se0.3,12.9
4929,Al0.5Ga0.5V3,12.9
5245,C1.5Ti0.3Y0.7,12.9
5506,Mg0.5Al0.5B2,12.9
5651,Ru0.8Rh0.2Sr2Gd1Cu2O8,12.9
4739,V3Si0.8Sn0.2,12.85
493,Ba1Fe1.774Co0.226As2,12.8
773,Y1Ni1.98Ru0.02B2C1,12.8
1210,Si1V2.7Nb0.3,12.8
1266,Mo0.84Ti0.16C1,12.8
1334,V2.7Nb0.3Si1,12.8
2468,Nb0.06Tc0.94,12.8
2707,Ti0.013V0.987,12.8
2861,Pr0.9Sr0.1Fe1As1O1,12.8
3177,Nd1.83Ce0.17Cu1O4,12.8
3819,Ba0.2K0.8Fe2As2,12.8
3875,Mo0.8V0.2C1,12.8
3971,Nb0.03Tc0.97,12.8
513,Mo0.7Re0.3,12.75
768,Ba0.81K0.19Fe2As2,12.73333333
1881,Mo0.95Hf0.05C1,12.7
3582,Y1Ni1.9Mn0.1B2C1,12.7
4636,Nb0.85Mo0.15C1,12.7
5363,La1.882Ba0.118Cu0.99Ni0.01O4,12.7
5502,Ga0.8In0.2V3,12.7
3464,La1Fe0.925Co0.075As1O1,12.66
1219,Sr1Fe1.7Pt0.3As2,12.6
2487,V2.799Cr0.201Ga1,12.6
3969,La1.85Sr0.15Cu0.982Zn0.018O4,12.6
4032,Fe1Se0.45Te0.55,12.6
53,Y0.85Tb0.15Ni2B2C1,12.54
365,Sm1Fe0.7Ru0.3As1F0.15O0.85,12.5
584,Ga0.2V0.8,12.5
1771,Ba1.9K0.1Pb0.85Bi0.15O4,12.5
2143,Sr0.85Eu0.15Fe1.76Co0.24As2,12.5
2991,Ba1Fe1.974Mo0.026As2,12.5
3284,Sr2Cu1C0.95B0.05O5,12.5
4100,Nb0.5W0.5C1,12.5
4557,Ga1Nb2.4V0.6,12.5
4621,C1Nb0.6W0.4,12.5
4698,Au0.7Nb3Pt0.3,12.5
5154,Bi2Sr1.6Eu0.4Cu1O6.301,12.5
5185,Al1Nb2.1V0.9,12.5
614,La1.885Sr0.115Cu0.9925Zn0.0075O4,12.45
968,La1.84Ba0.16Cu0.99Zn0.01O4,12.4
2780,Nb3Sn0.4Sb0.6,12.4
3644,C1.45Cr0.1Y0.9,12.4
4570,Mo0.95Hf0.05C0.74,12.4
178,V2.802Ta0.198Ga1,12.3
1114,La1.901Ba0.099Cu1O4,12.3
3472,Ga0.222V0.778,12.3
3822,Ba1Fe1.946Pd0.054As2,12.3
4632,La1.9Sr0.1Cu0.99Ni0.01O4,12.3
5314,Sr0.28Eu0.72Fe1.76Co0.24As2,12.3
4685,Nb0.51Mo0.49C1,12.22
318,K0.7Sr0.3Fe2As2,12.2
718,Ga0.281V0.719,12.2
1887,Pr1Fe0.9Co0.1As0.85P0.15O1,12.2
5376,Sm0.9Pr0.1Ba2Cu3O6.55,12.2
166,Nb0.3Mo0.7C1,12.1
2068,Y1Ni1.5Pd0.5B2C1,12.1
2222,Ga0.296V0.704,12.1
2774,Nb0.95Mo0.05C1,12.1
3140,C0.69Mo1,12.1
4114,Y1Ni1.3Pd0.7B2C1,12.1
4328,Y1Ni1.6Pt0.4B2C1,12.1
128,La1Fe0.95Co0.05As1O1,12.01
163,La1Fe0.95Rh0.05As1O1,12
188,Ba0.7K0.3Fe1.72Co0.28As2,12
297,Mo0.95Hf0.05C0.73,12
729,Ca1Fe1.73Co0.27As2,12
906,Ba0.7K0.3Fe1.66Co0.34As2,12
1151,Bi2Sr1.9La0.1Cu1O6.2,12
1242,Mo0.3Tc0.7,12
1243,Y0.5Pr0.5Ba2Cu3O6.96,12
1247,Mo0.8W0.2C1,12
1257,Pr0.8Sr0.2Fe0.94Zn0.06As1O1,12
2028,Fe0.98Zn0.02Se0.3Te0.7,12
2431,Sr0.2La1.8Cu0.99V0.01O4,12
2523,Ba0.816K0.184Fe2As2,12
2650,Nb0.75Mo0.25C1,12
3223,C0.681Mo1,12
3803,La1.85Sr0.15Cu1O3.987,12
3887,Mo0.8Ti0.2C1,12
4445,Nd1.85Ce0.15Cu0.975Zn0.025O4,12
4470,Y0.9Gd0.1Ni2B2C1,12
4921,La1.931Sr0.069Cu1O4,12
4951,Sr0.81Eu0.19Fe1.76Co0.24As2,12
4968,Y0.85Pr0.15Ni2B2C1,12
5146,Mo0.57Re0.43,12
5283,Nb3Sn0.5Ge0.5,11.95
200,V2.793Ni0.207Ga1,11.9
204,Li0.98Mg0.02Ti2O4,11.9
886,Mo0.9Hf0.1C1,11.9
3679,Nd1Fe0.97Mn0.03As1F0.11O0.89,11.9
4408,Sr2Y1Ru0.95Cu0.05O6,11.9
4767,V2.7Mn0.3Si1,11.9
5480,V3Ga0.8Si0.2,11.9
2400,Nb2.7Mo0.3Al1,11.85
3733,La1Fe0.925Ir0.075As1O1,11.85
3090,Ba0.5K0.5Fe1.8Cu0.2As2,11.83
95,Ce1Fe1As1F0.05O0.95,11.8
228,Fe0.97Zn0.03Se0.3Te0.7,11.8
641,Lu0.8Dy0.2Ni2B2C1,11.8
808,Y1Ni1.82Pd0.18B2C1,11.8
1137,Y1Ni1.94Co0.06B2C1,11.8
1138,Ba0.8Na0.2Fe2As2,11.8
1415,Ta0.05Mo0.95C1,11.8
1654,Mo0.66Re0.34,11.8
1804,Y1Ni0.8Pd1.2B2C1,11.8
2245,Y1Ni1Pd1B2C1,11.8
224,Hf1Ru1P1,11.79666667
1638,Lu0.772Dy0.228Ni2B2C1,11.77
952,Nd0.75Pr0.25Ba2Cu3O6.96,11.7
991,Nb3Al0.55Ge0.45,11.7
3262,Sr1Fe1.85Pt0.15As2,11.7
4289,Mo0.9W0.1C1,11.7
5310,La1.937Sr0.063Cu1O4,11.7
4564,Nb0.15Mo0.85C1,11.673
3528,La1Fe1As0.15P0.85O1,11.67
594,Ru0.9Nb0.1Sr2Gd1Cu2O8,11.65
426,Mo0.6Re0.4,11.63333333
154,La1.85Sr0.15Cu0.988Fe0.012O4,11.6
657,Th1.2Lu0.8C3,11.6
2443,Nb0.9W0.1C1,11.6
2955,Gd1Fe0.7Ir0.3As1O1,11.6
2984,Nd1.85Ce0.15Cu0.995Ni0.005O4,11.6
3105,Ho0.5Y0.5Ni2B2C1,11.6
5058,La1.85Sr0.15Cu0.971Ni0.029O4,11.6
5531,Y2C2Br0.5I1.5,11.6
3666,La1.9Sr0.1Cu0.99Zn0.01O4,11.59
3539,Y1Ni1.8Cu0.2B2C1,11.55
1509,Fe1Te0.925Se0.075,11.5
1688,Mo0.84Hf0.16C1,11.5
2310,C1.45V0.1Y0.9,11.5
2507,V3Ga0.937In0.063,11.5
3475,Nb2.73Ti0.27Al1,11.5
4189,V2.883W0.117Ga1,11.5
4273,Nb3Au0.7Pt0.3,11.5
4465,Mo0.9Zr0.1C1,11.5
4517,C1.45Y1,11.5
5366,Mo0.62Re0.38,11.5
4490,La1Fe1As0.2P0.8O1,11.42
2807,Ba1Fe1.772Co0.228As2,11.405
2097,Nb3Rh0.02Au0.98,11.4
4488,Mo0.8Hf0.2C1,11.4
490,Tc0.9V0.1,11.32
16,Mo0.4W0.6C1,11.3
374,Mo0.6W0.4C1,11.3
651,Y1Ba2Cu2.6Co0.4O7.03,11.3
664,Si1V2.7Cr0.3,11.3
1780,Ge0.5Nb3Sn0.5,11.3
2067,Ba1Fe1.935Ni0.065As2,11.3
3573,V2.7Cr0.3Si1,11.3
4697,C1.35Si0.1Y0.9,11.3
3491,Rh0.33Zr0.67,11.25
2607,Tc0.8V0.2,11.24
369,V3Si0.76Al0.24,11.2
1182,Y0.9Pr0.1Ni2B2C1,11.2
3224,V3Ga0.994Cd0.006,11.2
3648,Y2I1.6Br0.4C2,11.2
3781,C1.35Ru0.1Y0.9,11.2
5540,Gd0.6Pr0.4Ba2Cu3O6.95,11.2
1412,V3Ge0.7Al0.3,11.17
244,La1.8Sr0.2Cu0.9727Zn0.0273O4,11.1
1489,Au0.25Nb0.75,11.1
2605,Y2I1.5Br0.5C2,11.1
2627,Mg0.31Al0.69B2,11.1
3593,Ta0.5Nb0.5C1,11.1
4309,Ba0.5K0.5Fe1.8Ni0.2As2,11.1
5272,Mo0.52Re0.48,11.1
5323,Ba1Fe1.776Co0.224As2,11.1
3863,Tc0.75V0.25,11.07
2746,La1Fe0.9Co0.1As1O1,11.02
2950,V3Ge0.8Al0.2,11.02
148,Nb0.2W0.8C1,11
300,Sr1Fe1.732Co0.268As2,11
1259,Ba1.7K0.3Pb0.9Bi0.1O4,11
1590,Ba0.82K0.18Fe1.654Co0.346As2,11
3608,Ba1.7K0.3Pb0.95Bi0.05O4,11
3630,Rb0.9Bi1.1O3,11
3711,Rb0.6Bi1.4O3,11
3809,Nd1.85Ce0.15Cu0.97Zn0.03O4,11
3912,Ba0.86K0.14Fe1.68Co0.32As2,11
3942,Nb3Rh0.05Au0.95,11
4087,La1.86Ba0.14Cu0.99Ni0.01O4,11
4399,Sm1Fe1As0.55P0.45H0.16O0.84,11
4516,Rh0.12Zr0.88,11
4573,Rb1Bi1O3,11
5033,Mo0.84Zr0.16C1,11
5259,Rb0.7Bi1.3O3,11
4862,Tc0.95V0.05,10.99
1148,Pr1Fe0.9Co0.1As0.8P0.2O1,10.9
1331,La1Fe0.9Ir0.1As1O1,10.9
1355,V2.7Ti0.3Si1,10.9
1572,Nb0.42Tc0.58,10.9
3055,Si1V2.7Ti0.3,10.9
3163,Th1.6Lu0.4C3,10.9
3497,Nb0.8Zr0.2,10.9
5378,Mo0.8Zr0.2C1,10.9
5430,Mo0.95Hf0.05C0.7,10.9
3474,Sm1Fe0.85Co0.15As1O1,10.875
1565,La1Fe1As0.2P0.8F0.05O0.95,10.87
39,Nd1.85Ce0.15Cu0.98Zn0.02O4,10.85
2457,Y1Ni1.7Cu0.3B2C1,10.85
704,Mo0.05Tc0.95,10.8
780,Nb1Sn1Ta2,10.8
1900,Nb3Rh0.1Au0.9,10.8
2094,Ca1Fe1.7Co0.3As2,10.8
2635,Nb0.7Zr0.3,10.8
2781,Nb0.85Zr0.15,10.8
3377,Bi1.5Pb0.5Sr1.4La0.6Cu1O6.118,10.8
3609,V2.928Re0.072Ga1,10.8
3696,C1.35Nb0.1Y0.9,10.8
5040,Nb1Ta2Sn1,10.8
5151,Er0.8Lu0.2Ni2B2C1,10.8
1455,Au0.24Nb0.76,10.78
4872,Nb0.75Zr0.25,10.775
703,Nb0.9Zr0.1,10.7
989,V3Ga0.9Sn0.1,10.7
2283,Y2I1.75Cl0.25C2,10.7
2351,Y1Ni1.7Pd0.3B2C1,10.7
3731,V3Si0.79Ga0.21,10.7
4139,Fe1Se0.89S0.11,10.7
5307,C1.35Ti0.1Y0.9,10.7
3108,V2Hf0.84Nb0.16,10.67
1802,Nb0.65Zr0.35,10.6
1810,V3Si0.1Ga0.9,10.6
2580,Na1Fe0.925Co0.075As1,10.6
3003,C1.35Ge0.1Y0.9,10.6
3669,Y1Ni1.6Cu0.4B2C1,10.6
4794,Li1Fe0.98Ni0.02As1,10.58
2315,Tc0.97Ti0.03,10.56
5525,Au0.242Nb0.758,10.56
800,Nb0.6Zr0.4,10.525
111,C1Ta0.45W0.55,10.5
1408,Y2I1.4Br0.6C2,10.5
1580,Fe1Se0.82Cl0.18,10.5
2072,Ta0.2Mo0.8C1,10.5
2416,C1.35Ca0.1Y0.9,10.5
2528,V3Si0.72Ga0.28,10.5
2631,Ba0.82K0.18Fe2As2,10.5
3569,Sm1Fe1As0.47P0.53H0.09O0.91,10.5
3615,Y2I1.3Br0.7C2,10.5
4081,Fe1Te0.8Se0.2,10.5
4452,V3Ga0.2Si0.8,10.5
4974,V3Si0.986Sb0.014,10.5
5583,Nb3Sn0.35Sb0.65,10.5
183,Y0.86Gd0.14Ni2B2C1,10.475
1387,Y1Ni1.4Cu0.6B2C1,10.45
5389,V2Hf0.87Ta0.13,10.45
875,Y0.83Er0.17Rh4B4,10.4
2751,Y1Ni1.24Pd0.76B2C1,10.4
4062,V2.91Mo0.09Si1,10.4
4090,Y1Ni1.34Pd0.66B2C1,10.4
4802,Tc0.9W0.1,10.4
2628,Y2I1.75Br0.25C2,10.35
4446,La1Fe0.999Mn0.001As1F0.11O0.89,10.33666667
1016,Rh0.14Zr0.86,10.3
1943,Th1.8Lu0.2C3,10.3
3476,Y1Ni1.54Pd0.46B2C1,10.3
3507,Nb0.5Ti0.5,10.3
3554,La1Fe1As0.75P0.25O1,10.3
4547,Zr1Ru0.95Fe0.05P1,10.3
4832,Fe0.98Co0.02Se0.3Te0.7,10.3
5134,La1Fe0.98Co0.02As1F0.11O0.89,10.3
3007,Li1Fe0.95Co0.05As1,10.29
765,Nb0.4Ta0.6C1,10.27666667
3271,Fe1Se0.9S0.1,10.27
1753,La1Bi1S2F0.4O0.6,10.26
2687,Sr1Fe1.5Ru0.5As2,10.25
1,Y1Ni1.94Fe0.06B2C1,10.2
284,Nb0.67Hf0.33N1,10.2
465,Mo0.65Re0.35,10.2
1432,La1.7Sr0.3Cu1O3.997,10.2
4204,C1Mo0.83Ti0.17,10.2
